,Gender,Emotion,Actor_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,4,5,6,7,8,9,10,11
0,male,neutral,1,-64.85437,-55.762356,-50.11407,-45.116215,-45.372353,-49.244595,-49.023205,-49.34778,-46.999607,-47.619595,-48.35101,-48.0458,-49.416256,-49.590878,-49.759304,-48.74545,-47.655605,-47.7344,-48.308884,-48.28046,-49.18507,-49.265873,-48.99144,-50.78938,-52.91622,-53.293972,-53.110695,-54.286556,-54.507584,-55.748363,-55.49646,-55.297054,-57.52091,-58.030014,-58.609898,-59.345627,-57.873947,-58.969692,-58.625973,-58.142433,-57.775757,-57.802914,-58.813114,-59.51616,-58.420876,-58.27235,-57.336914,-55.81389,-56.000355,-57.16711,-57.337223,-57.529892,-56.928627,-55.837948,-56.759117,-56.68192,-56.50989,-56.08485,-56.096195,-57.602962,-56.821373,-56.469448,-57.281284,-58.08118,-58.200672,-59.63015,-60.582264,-58.611145,-58.887596,-59.82166,-60.456974,-60.777836,-59.825497,-60.198063,-60.422928,-59.955368,-58.483585,-57.52882,-57.99786,-57.83887,-57.618996,-58.479492,-59.90121,-60.737038,-60.84039,-61.2125,-61.751465,-61.184093,-60.934708,-60.705082,-59.397415,-59.38159,-59.853138,-59.761364,-59.077316,-60.739304,-62.244816,-63.86439,-66.04024,-66.97891,-66.54718,-64.664276,-64.51204,-65.375885,-66.403145,-66.35485,-66.47381,-67.19743,-66.82089,-67.57864,-67.24887,-67.71423,-67.00444,-65.80127,-64.66384,-63.3057,-63.2756,-64.412476,-64.46841,-64.95337,-65.67797,-66.3675,-66.681335,-66.85874,-66.96679,-67.34259,-70.081406,-74.60779,-662.1679,59.69811,0.6110832,17.169432,3.8285017,-3.066584,-4.8663635,-12.571403,-8.595028,2.2531755,-4.9913707,2.6216257,-6.4781737,0.4521986,0.5009439,0.39715803,0.35103008,0.39912054,0.4326451,0.45171937,0.49107468,0.51043195,0.53313535,0.5006233,0.45612794
1,male,neutral,1,-63.8386,-54.887897,-51.137333,-46.039276,-44.032368,-46.771587,-47.910023,-49.43417,-47.62962,-46.24064,-45.933838,-46.23433,-48.23848,-48.373573,-48.341858,-48.4723,-46.721237,-45.925053,-47.22196,-47.263847,-48.270737,-49.292526,-48.800415,-49.888535,-51.158356,-52.418095,-53.43687,-53.593876,-51.96879,-53.623764,-55.715267,-55.322,-55.570602,-56.32284,-57.83063,-59.298473,-58.711655,-58.762383,-57.324055,-57.755856,-57.776806,-57.568134,-57.53363,-58.1813,-58.240902,-58.570274,-56.946438,-53.949554,-54.157112,-56.619377,-56.93983,-56.38601,-55.504932,-55.13848,-55.32889,-55.04744,-54.76372,-54.5085,-54.868916,-54.941917,-54.395943,-54.475407,-56.221138,-56.01732,-55.72888,-57.902084,-58.595394,-57.73362,-57.91389,-58.320045,-59.010166,-58.776215,-57.85106,-58.35285,-58.916363,-58.50039,-57.54109,-56.778667,-57.53643,-56.39685,-56.079525,-56.59435,-57.59471,-58.630806,-58.034897,-58.92504,-59.302555,-58.27815,-58.166477,-57.94194,-57.367214,-57.114967,-57.457268,-57.148388,-57.259857,-57.971203,-59.1194,-60.413773,-63.563217,-65.11319,-64.91242,-63.171078,-61.844116,-62.000443,-63.031273,-64.72044,-64.58298,-65.66077,-66.01702,-67.29374,-66.988235,-67.03841,-66.4313,-65.19146,-63.81733,-62.73143,-62.73561,-63.263546,-64.01628,-65.04208,-65.88539,-66.069244,-66.73551,-66.73932,-66.67908,-66.98886,-69.67743,-74.05239,-647.9788,57.131824,-2.9471977,22.008377,1.3819733,-1.3404396,-6.673623,-14.953403,-7.200645,2.0564756,-5.533809,1.4856328,-6.5607953,0.44946805,0.48124447,0.422924,0.34824458,0.36583546,0.41984323,0.3597549,0.39763328,0.4406668,0.49336088,0.47954306,0.44828618
2,male,neutral,1,-64.02434,-56.579807,-52.269707,-45.583282,-44.054905,-47.89874,-49.590607,-48.9655,-46.233234,-45.866566,-46.137497,-45.963757,-46.54004,-46.83444,-48.752277,-47.571346,-45.253155,-45.08074,-47.186848,-48.480114,-48.02264,-46.398697,-46.66871,-49.581932,-52.72157,-50.838776,-50.219475,-51.4264,-52.07834,-54.03948,-54.45545,-53.376274,-55.33869,-55.777786,-55.84425,-57.223743,-57.271805,-58.016396,-57.41519,-56.687496,-56.506718,-56.558823,-56.714165,-56.696457,-56.024925,-56.423054,-55.18517,-52.652332,-53.536945,-55.549957,-55.739937,-54.82147,-55.123394,-54.85429,-54.947697,-54.526333,-54.628883,-54.163273,-54.23282,-54.681816,-54.616642,-55.686237,-55.87438,-55.77619,-57.114937,-57.862747,-59.184948,-58.02372,-58.020267,-58.55259,-58.70421,-59.284252,-58.015438,-58.384144,-58.462986,-58.33333,-56.794613,-56.0675,-56.45261,-56.655106,-57.330128,-58.777966,-59.213715,-60.13041,-59.654694,-60.060978,-60.46824,-59.360695,-59.33316,-58.51478,-57.805714,-57.049225,-57.037445,-57.287216,-57.848267,-59.061073,-60.21937,-61.36863,-63.498512,-64.133804,-64.46957,-63.294945,-62.754692,-63.269672,-64.17372,-63.981384,-64.14427,-64.64885,-64.479836,-64.485695,-64.41874,-64.85164,-64.53555,-63.641033,-62.978264,-62.659714,-63.26543,-63.568047,-63.737064,-64.75093,-65.38618,-65.879135,-66.66314,-66.67868,-66.32937,-66.371346,-68.71679,-72.62108,-644.2285,59.25419,-1.4706599,15.62812,-0.10539046,-1.2524807,-8.34238,-13.565615,-9.891212,0.93992203,-5.2416615,1.8930858,-7.5162845,0.5621103,0.48203743,0.41984576,0.4739595,0.40635708,0.37709168,0.4318123,0.48262098,0.5443411,0.4680138,0.38641885,0.43054876
3,male,neutral,1,-63.490513,-55.10984,-49.525356,-43.514008,-42.598476,-47.152092,-48.57364,-48.189995,-45.922207,-44.590714,-44.69081,-46.302532,-47.562233,-47.139423,-47.01887,-46.472977,-45.01693,-45.892403,-47.972588,-48.263702,-47.83039,-46.575718,-47.438004,-49.895554,-52.550827,-51.79349,-51.113125,-51.971924,-51.703392,-54.131313,-55.266426,-54.794712,-54.915447,-55.05035,-56.18073,-58.6704,-58.917004,-57.793102,-56.41355,-56.155926,-56.33091,-57.426025,-58.1414,-57.949486,-56.893513,-57.114544,-55.938778,-52.724457,-53.231915,-55.85419,-55.288826,-54.81364,-54.89442,-54.982433,-54.74605,-54.787575,-54.57624,-53.87513,-54.0264,-54.731575,-54.285435,-55.0018,-55.872513,-55.49978,-56.88358,-58.627872,-59.217415,-58.376408,-58.44383,-58.803352,-59.219807,-59.772713,-58.500443,-58.556328,-58.879646,-57.883442,-57.323128,-56.791016,-56.82414,-57.01022,-57.807293,-58.469368,-59.61956,-60.42991,-59.875256,-60.04721,-60.56121,-60.145294,-59.62602,-58.484966,-58.37472,-58.03053,-58.462948,-58.55107,-58.500824,-59.079876,-60.213078,-61.053997,-62.16262,-62.938255,-63.18205,-62.81966,-62.998035,-62.85468,-62.966774,-63.454033,-63.67092,-63.93293,-64.39092,-63.87625,-64.37482,-64.429276,-63.7352,-62.656006,-62.734642,-62.697685,-63.089577,-63.25654,-63.53805,-64.766136,-65.49576,-66.137344,-66.47137,-66.070305,-65.797745,-65.841934,-67.27925,-71.58158,-643.5373,59.072308,2.128592,16.59148,2.5751245,1.3345902,-8.561844,-12.7883415,-8.964262,1.2549844,-3.884624,0.24988478,-6.9627824,0.531315,0.45383114,0.42619357,0.4275987,0.44270873,0.46189222,0.46851602,0.5134246,0.48545983,0.43561095,0.45896363,0.44615078
4,male,calm,1,-64.960846,-56.46594,-52.537914,-46.128277,-45.66987,-48.20449,-49.517235,-49.371414,-46.76392,-46.293495,-48.495148,-47.76109,-48.29141,-49.048573,-50.245834,-49.192387,-47.644863,-47.76442,-47.96606,-47.15035,-48.898323,-52.088554,-51.722916,-51.55681,-51.699883,-53.344902,-54.85072,-56.487022,-54.937885,-55.6982,-57.383102,-56.79604,-57.661934,-57.830353,-58.578903,-60.64295,-60.70677,-60.90705,-58.585022,-58.362347,-59.278996,-58.53848,-60.148045,-61.099514,-59.09251,-59.00484,-58.844177,-56.936035,-57.15787,-59.026196,-58.69105,-58.527145,-58.26021,-57.28416,-58.516964,-57.71572,-57.25692,-58.127796,-58.605095,-57.532745,-58.132225,-58.72936,-59.002422,-58.786037,-59.437374,-60.908463,-61.76585,-60.12514,-61.30077,-62.069763,-61.89557,-62.504,-61.02497,-60.95248,-61.25079,-61.593655,-60.241043,-60.408493,-59.8707,-59.361763,-59.148724,-59.859604,-60.398655,-62.110943,-62.073315,-62.93346,-63.874767,-63.5197,-63.608242,-63.079815,-62.137283,-62.058346,-62.332043,-61.8942,-62.075726,-62.743633,-64.16743,-64.84337,-66.712296,-66.717606,-67.99285,-67.51461,-67.40873,-67.52339,-67.37215,-67.16334,-67.260925,-68.493385,-68.14934,-68.74046,-69.03832,-68.58906,-67.43755,-66.181694,-65.25963,-64.80622,-65.04971,-65.55502,-67.42721,-68.72496,-69.39438,-69.67335,-69.53812,-70.20307,-70.10852,-70.28323,-72.31986,-76.48771,-676.8076,66.46451,2.297339,18.638279,3.3428264,-1.6125382,-7.3386464,-10.903287,-11.211803,1.8135798,-6.014873,0.9783365,-7.002045,0.41301212,0.48111895,0.47586736,0.42760536,0.44591615,0.4662216,0.42924103,0.4636904,0.49897847,0.55034214,0.58273697,0.4215071
5,male,calm,1,-65.5768,-55.49897,-48.679333,-40.550495,-42.231915,-48.421715,-47.69909,-45.69392,-44.7905,-46.490265,-46.5241,-45.365646,-45.341377,-45.715084,-48.699078,-47.492905,-45.807205,-46.468365,-46.665874,-46.39264,-46.19507,-47.6175,-48.647747,-50.28327,-51.228226,-51.18104,-50.364174,-52.25924,-53.235023,-54.119236,-53.86144,-52.583515,-54.355427,-56.418167,-56.650036,-57.658077,-57.9749,-59.20005,-57.589783,-55.984837,-55.95637,-57.05212,-58.335983,-58.77617,-57.730198,-57.91247,-56.28699,-53.925926,-54.839977,-57.46606,-56.557034,-56.07311,-56.20159,-55.354176,-55.19744,-55.6002,-55.139027,-54.463764,-55.51874,-56.29597,-55.921417,-55.451843,-56.788708,-56.28259,-56.696316,-58.99662,-59.58039,-58.701492,-58.426136,-58.644104,-60.11759,-59.695633,-58.782753,-58.705338,-59.65545,-59.18756,-58.315823,-57.558304,-57.54219,-57.836063,-58.016827,-59.039852,-59.86308,-61.589397,-61.325092,-61.796303,-62.99543,-62.63383,-62.341892,-61.622433,-61.060753,-61.269356,-62.1967,-62.247116,-61.914997,-62.761917,-63.67346,-64.419586,-66.14385,-66.8015,-67.8031,-67.68057,-66.996895,-66.4246,-66.34252,-66.15208,-66.96373,-67.19965,-67.24906,-67.9043,-67.207436,-67.43242,-66.35733,-65.85758,-65.33878,-65.61738,-65.45954,-65.42318,-66.304016,-67.60741,-68.83064,-69.349686,-69.64956,-69.49317,-68.97334,-68.676216,-71.121704,-74.83847,-657.8788,73.901276,-1.0833601,17.009344,5.4767604,-3.314912,-8.584965,-9.7745905,-10.22253,2.4478521,-4.641321,-0.01792999,-6.894511,0.33595514,0.35337904,0.3564479,0.45581123,0.37023398,0.38836768,0.46724385,0.44356075,0.43823466,0.38396713,0.43274152,0.34696454
6,male,calm,1,-64.63659,-55.97273,-48.881317,-39.35868,-40.75913,-47.837383,-50.24431,-46.796844,-43.51762,-44.558914,-47.032352,-48.15317,-47.503723,-45.88666,-47.100426,-48.203186,-47.9018,-46.741264,-46.348186,-46.477047,-47.123276,-48.146553,-47.88255,-49.32317,-51.00505,-50.33926,-50.74543,-52.19579,-52.723156,-53.800762,-54.116383,-53.565865,-56.056767,-56.65944,-56.121853,-56.741657,-56.68744,-57.463707,-57.835854,-56.98198,-55.53684,-55.66123,-57.76547,-58.284313,-55.85663,-55.45522,-55.035515,-53.96443,-53.806423,-55.94458,-55.74722,-55.18249,-55.228504,-54.521442,-55.2856,-54.66801,-54.830887,-55.20775,-55.28753,-54.417038,-54.92842,-55.240067,-55.131985,-54.93698,-57.1484,-59.367573,-59.341866,-59.77421,-60.429718,-60.47166,-60.570156,-59.225964,-59.573524,-60.212757,-60.353123,-58.71987,-57.5348,-57.52859,-56.76205,-56.08227,-57.72582,-58.613125,-59.399673,-60.533817,-60.423557,-61.38827,-62.01721,-61.930336,-62.173485,-61.38627,-60.406998,-60.059387,-59.94439,-59.352715,-60.05421,-60.430923,-61.441116,-62.6929,-63.47941,-64.18058,-64.27656,-64.85344,-65.10954,-64.14644,-64.09,-64.20056,-65.09285,-65.66544,-66.228,-66.97729,-66.6291,-66.33798,-65.57586,-64.873314,-64.046486,-64.21915,-63.86215,-64.464,-65.21632,-66.43162,-67.624245,-68.11734,-68.02351,-67.54071,-67.51873,-68.36308,-70.635345,-76.641685,-650.9663,68.1024,-0.3890333,16.257294,1.769849,1.7120428,-7.834299,-10.700841,-9.62178,2.7230978,-2.9740949,0.5009507,-6.5706882,0.35157537,0.37752002,0.38601124,0.40943,0.38070232,0.3904126,0.41249177,0.42845067,0.43374547,0.4310338,0.42159542,0.38110337
7,male,calm,1,-64.731384,-55.717484,-50.32362,-39.915974,-40.83542,-48.30139,-50.851826,-47.24351,-42.132042,-42.969116,-47.61726,-48.536346,-47.31703,-45.22782,-45.543472,-46.804924,-47.287277,-46.645897,-46.121964,-46.534763,-46.238438,-47.290844,-47.27725,-48.741577,-50.62888,-50.536945,-50.535923,-52.128532,-53.306408,-54.463364,-54.30476,-53.77557,-55.120506,-56.425373,-55.85033,-56.462196,-56.43259,-57.12668,-57.563583,-56.851463,-55.701023,-55.45466,-57.59566,-58.526188,-56.172367,-55.49517,-54.678364,-53.63273,-54.220924,-55.264397,-56.38343,-55.22222,-54.395412,-54.869137,-55.250526,-54.78602,-55.544952,-55.85086,-54.809624,-54.68326,-55.547966,-55.264095,-54.52561,-55.21593,-57.576622,-58.831276,-58.385292,-59.28073,-58.978207,-60.512844,-59.746544,-58.78597,-59.305622,-59.528347,-59.31525,-58.13338,-57.366432,-57.66539,-56.85331,-56.66417,-58.146076,-59.30693,-60.469875,-61.0953,-61.375042,-61.773045,-61.80301,-61.153393,-61.90664,-61.243015,-60.840977,-60.485096,-60.15102,-59.918167,-60.926384,-61.178974,-61.377594,-62.94919,-63.073734,-64.68939,-65.26822,-65.8277,-65.26386,-65.098694,-65.42642,-65.640015,-65.71987,-66.008575,-67.09417,-67.519455,-67.05161,-66.97452,-66.50433,-66.208664,-65.764725,-65.7033,-65.635284,-65.88064,-66.01282,-66.962524,-68.70494,-69.11289,-69.33179,-69.28515,-68.69383,-69.00687,-71.171036,-76.00183,-652.70154,72.221146,-2.7030826,17.273813,1.703411,0.2700698,-8.6942005,-11.275552,-9.6253395,0.35140312,-3.5075285,0.76433885,-6.556529,0.4677062,0.51229024,0.49595243,0.5015962,0.48422796,0.48350078,0.518983,0.5298999,0.58611935,0.59408057,0.5794464,0.50306654
8,male,calm,1,-63.664207,-55.429573,-45.419518,-37.196712,-41.50798,-51.262585,-48.981464,-44.620552,-43.782887,-46.898552,-46.83494,-45.667118,-46.006516,-47.280212,-47.27031,-46.836033,-45.967712,-48.01508,-48.126682,-45.64648,-45.41191,-48.505554,-50.172066,-49.485218,-49.74446,-51.78285,-53.767143,-53.58008,-52.068733,-53.3426,-54.509876,-53.66722,-54.7751,-54.611275,-55.83677,-58.762405,-58.701977,-59.44995,-58.51462,-57.684135,-56.921017,-56.955452,-58.62767,-59.681248,-58.6577,-58.743885,-57.659866,-55.415264,-55.459045,-57.766994,-57.94289,-57.61394,-56.63783,-56.098953,-56.95354,-55.988354,-56.32499,-56.90974,-57.135883,-57.67914,-57.527454,-57.31804,-58.70956,-58.094383,-58.35654,-59.92442,-61.822506,-60.121284,-60.586414,-61.075195,-60.72781,-60.804375,-59.667892,-59.503002,-60.516994,-59.600117,-58.77407,-57.42383,-57.554783,-57.704384,-59.653454,-60.6203,-61.859894,-63.23455,-62.61139,-62.64643,-64.33784,-63.845455,-62.870377,-62.908222,-62.958786,-62.5703,-63.31619,-63.036217,-63.402355,-64.11343,-65.8518,-66.4926,-68.15866,-68.54762,-69.36309,-68.45112,-67.95346,-66.29939,-64.722206,-65.21399,-66.34244,-67.19615,-68.0237,-69.65383,-69.6171,-69.18896,-68.39602,-68.29545,-68.285416,-68.461624,-68.1467,-67.33754,-67.63331,-67.94405,-68.191635,-68.83729,-69.628136,-70.11887,-71.09539,-71.84397,-73.997826,-78.76736,-667.6694,79.55788,1.667173,19.223984,4.3693075,-2.4141338,-7.701648,-7.0096745,-10.365687,2.8080938,-1.8638818,-0.73122567,-6.5620923,0.41811562,0.47809216,0.46462697,0.4436658,0.5176016,0.56387216,0.6369956,0.62581056,0.527161,0.45525312,0.5168469,0.47016636
