,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,4,5,6,7,8,9,10,11,Emotion
0,-1.4324697,-0.72718024,-0.06829248,0.32285503,0.2204026,-0.5019087,-0.9137345,-1.1943107,-1.1695974,-1.3173157,-1.2178397,-1.0623571,-1.0983535,-1.1582003,-1.2446456,-1.2041477,-1.2234794,-1.1502467,-1.1181505,-1.1334194,-1.248464,-1.1414518,-1.0753198,-1.1967158,-1.372834,-1.4140987,-1.3147708,-1.330238,-1.3726636,-1.3800104,-1.2713112,-1.292937,-1.456635,-1.437682,-1.4880409,-1.5216556,-1.3235155,-1.3350424,-1.2726548,-1.2205087,-1.2136093,-1.2286154,-1.3318402,-1.3942235,-1.2131271,-1.1521918,-1.0700349,-0.9927164,-1.0468715,-1.1354216,-1.1139603,-1.1192253,-1.0625371,-0.9881794,-1.0899999,-1.0870805,-1.0949752,-1.0743068,-1.0879627,-1.2322551,-1.1468672,-1.1299027,-1.2085035,-1.2770298,-1.2547878,-1.3498365,-1.4266386,-1.220806,-1.2088513,-1.2794313,-1.331325,-1.3197237,-1.2081503,-1.2295369,-1.2259339,-1.1566355,-1.0074369,-0.9204444,-0.95208645,-0.9395066,-0.91205394,-0.97142625,-1.0850803,-1.1440362,-1.1373425,-1.1674916,-1.2052028,-1.1587101,-1.1227407,-1.1127378,-0.98427415,-0.9889018,-1.0256524,-1.009974,-0.9354202,-1.068233,-1.1805295,-1.2991945,-1.4679238,-1.5371193,-1.4650561,-1.26921,-1.2242908,-1.2770609,-1.3517421,-1.3258581,-1.3156871,-1.3621373,-1.3103276,-1.3706398,-1.3282759,-1.3595339,-1.2821119,-1.1549661,-1.036315,-0.88649005,-0.8569316,-0.94907033,-0.9339047,-0.9686829,-1.0326113,-1.0913526,-1.1078358,-1.1094358,-1.1057647,-1.109265,-1.1589628,-1.0498008,-1.2222557,0.4354529,0.6877478,0.6842647,1.1646714,0.4131565,1.2412632,-0.34093338,-0.46877924,0.99592865,0.40012255,0.76025355,-0.41221118,0.702926,1.1882031,0.22124483,-0.44386202,-0.09382688,0.010528552,0.3112015,0.50414306,0.67249817,1.0594362,0.60334,0.5118697,neutral
1,-1.3485804,-0.62292045,-0.20078379,0.2189264,0.35522485,-0.23212345,-0.78395164,-1.2053108,-1.2507771,-1.1458076,-0.93318546,-0.8610145,-0.9692326,-1.0246071,-1.0847455,-1.1723223,-1.1151192,-0.9422518,-0.99619615,-1.021948,-1.1489778,-1.1443256,-1.0551677,-1.1024451,-1.1862717,-1.3221394,-1.3487577,-1.2581156,-1.1130393,-1.163632,-1.2936606,-1.2954775,-1.2555556,-1.2624155,-1.4080709,-1.5167979,-1.4094286,-1.3142321,-1.1433327,-1.1822183,-1.2137117,-1.2054912,-1.2050594,-1.2624147,-1.1955986,-1.1809416,-1.0326734,-0.8122302,-0.8671922,-1.0815998,-1.0749393,-1.0076306,-0.92393196,-0.92008847,-0.9510702,-0.92786473,-0.9249565,-0.92138714,-0.9682038,-0.9722646,-0.9106796,-0.93674463,-1.1061953,-1.0785639,-1.0185664,-1.1851324,-1.2379631,-1.1374677,-1.1166391,-1.1359437,-1.1922762,-1.1284189,-1.0190736,-1.0521115,-1.0810992,-1.0174398,-0.91749305,-0.8493145,-0.90838856,-0.8032399,-0.7674505,-0.79658794,-0.8730215,-0.9511904,-0.8801704,-0.9582568,-0.98199576,-0.8937672,-0.87086797,-0.86058,-0.7997807,-0.7814802,-0.80653286,-0.7711813,-0.768592,-0.8132707,-0.89069,-0.9780021,-1.2363354,-1.3618878,-1.3113323,-1.1277031,-0.9709412,-0.955232,-1.0275822,-1.1671352,-1.1304604,-1.2111622,-1.2312739,-1.3427024,-1.3027408,-1.2934264,-1.2259811,-1.0951408,-0.95308065,-0.82980424,-0.8035277,-0.8347793,-0.8889477,-0.97749335,-1.0531869,-1.0618447,-1.1131613,-1.0977484,-1.0776377,-1.0747825,-1.1194502,-0.9931974,-1.0898011,0.30061093,0.44950068,1.1588188,0.927349,0.6301538,0.9945289,-0.7292819,-0.20650065,0.9611081,0.2963528,0.5410575,-0.4289487,0.6731341,0.9821212,0.50668806,-0.47380885,-0.44063547,-0.12789716,-0.74786603,-0.53172493,-0.12917413,0.5938486,0.36989212,0.4232499,neutral
2,-1.3639199,-0.82464325,-0.34740284,0.27026728,0.35295728,-0.35508665,-0.9798863,-1.1456357,-1.0708469,-1.0992821,-0.957169,-0.8309407,-0.78303075,-0.8556946,-1.1310444,-1.0673484,-0.9448635,-0.84519345,-0.9922567,-1.1553113,-1.1219829,-0.83231115,-0.8302832,-1.0703602,-1.3521755,-1.1563249,-1.0135103,-1.0324363,-1.1242422,-1.2059702,-1.1649796,-1.0973135,-1.2316453,-1.2064575,-1.2042241,-1.3030624,-1.2617613,-1.2393483,-1.1523855,-1.0763977,-1.089849,-1.1060807,-1.1238606,-1.1157956,-0.9797744,-0.9737338,-0.8641518,-0.68664616,-0.8067383,-0.97651565,-0.9571187,-0.85499734,-0.88678694,-0.89242333,-0.9140416,-0.8771034,-0.9118278,-0.8878972,-0.90613294,-0.9468521,-0.93217117,-1.054035,-1.0727317,-1.0553766,-1.1510273,-1.1813831,-1.2939478,-1.1650184,-1.1267133,-1.1581645,-1.1628715,-1.1769745,-1.034815,-1.0551203,-1.0375134,-1.0014573,-0.8462558,-0.78188133,-0.80574954,-0.8276442,-0.8849204,-0.99910825,-1.021872,-1.0884935,-1.0286529,-1.0621613,-1.0882427,-0.99246585,-0.97702086,-0.91285586,-0.8396291,-0.775464,-0.7681371,-0.78386843,-0.8226033,-0.91365576,-0.9926973,-1.0668826,-1.2302859,-1.2699025,-1.2696886,-1.1394417,-1.0574107,-1.0762457,-1.1374131,-1.0953627,-1.0874846,-1.111743,-1.080105,-1.067349,-1.051001,-1.0795228,-1.0403211,-0.94303644,-0.8705785,-0.8227252,-0.8559258,-0.8650698,-0.8611839,-0.9485781,-1.003666,-1.0430363,-1.1060472,-1.0918139,-1.0434498,-1.0145855,-1.0254909,-0.84732515,-1.0547922,0.4121277,0.54836327,0.5331087,0.7830691,0.6412112,0.76670367,-0.50302434,-0.712587,0.76345116,0.35224134,0.6196778,-0.62251246,1.902128,0.9904165,0.47258627,0.877747,-0.01842691,-0.5901661,0.08195049,0.41042748,1.0621486,0.29714355,-0.6613895,0.22279917,neutral
3,-1.3198329,-0.64938223,0.00793391,0.5032495,0.49949548,-0.27363345,-0.86132085,-1.0468918,-1.0307697,-0.9405976,-0.78680235,-0.8685952,-0.895095,-0.8891652,-0.9355013,-0.9393729,-0.9174681,-0.9384985,-1.0804176,-1.1315819,-1.1010648,-0.85139763,-0.91144,-1.1031797,-1.3340546,-1.2565615,-1.1066272,-1.0892367,-1.0858991,-1.2153231,-1.2478149,-1.2417755,-1.1880082,-1.1317754,-1.2387544,-1.4520946,-1.4304887,-1.2169337,-1.0528907,-1.0237458,-1.0727037,-1.1914943,-1.2652817,-1.2395244,-1.0643702,-1.040463,-0.9362585,-0.6936285,-0.77700394,-1.0064105,-0.91282296,-0.8542337,-0.86449504,-0.9048977,-0.8944541,-0.9025511,-0.90670216,-0.85994476,-0.8859906,-0.9517136,-0.8999183,-0.98773515,-1.0725517,-1.0287961,-1.1289172,-1.2543082,-1.2970309,-1.1985132,-1.1668255,-1.1821264,-1.2124243,-1.2236592,-1.0812601,-1.0716766,-1.0775694,-0.95841736,-0.89669275,-0.8504854,-0.8409337,-0.86120147,-0.92974085,-0.97048724,-1.0591854,-1.1159155,-1.0488712,-1.060902,-1.0967165,-1.0639999,-1.0036671,-0.91013527,-0.8913374,-0.86526436,-0.8985095,-0.8993687,-0.88250285,-0.9153876,-0.9921136,-1.0375957,-1.105387,-1.1576147,-1.1486176,-1.0944,-1.080519,-1.0366786,-1.0213815,-1.0441498,-1.041115,-1.0414051,-1.0713612,-1.0075877,-1.0466977,-1.0382084,-0.9619384,-0.8464005,-0.84662414,-0.8264733,-0.83853424,-0.8340822,-0.8413951,-0.95008826,-1.0145363,-1.0685822,-1.0871958,-1.0322747,-0.99147755,-0.96297705,-0.88488644,-0.7413847,-1.0483396,0.40257102,0.7893536,0.6275852,1.0430892,0.96643734,0.73674154,-0.37630194,-0.5382309,0.8192248,0.6118458,0.30261326,-0.51038355,1.5661333,0.6953417,0.54290915,0.3793241,0.3603333,0.32677504,0.50463253,0.7519084,0.38554332,-0.082154,0.14199021,0.39911777,neutral
4,-1.4412632,-0.8110669,-0.38213018,0.2089057,0.19046812,-0.38844174,-0.9713321,-1.1973202,-1.139228,-1.1523817,-1.2348139,-1.0307119,-0.9750353,-1.0986849,-1.2995304,-1.2562222,-1.2222337,-1.1536975,-1.0796853,-1.0095029,-1.2172638,-1.445795,-1.363477,-1.277025,-1.2437439,-1.419446,-1.4960785,-1.5593523,-1.4166675,-1.3749015,-1.4640175,-1.4456024,-1.4711748,-1.4171839,-1.4848602,-1.6553036,-1.6140428,-1.5295186,-1.268587,-1.2422911,-1.3602096,-1.3010637,-1.464115,-1.5505699,-1.2785407,-1.2228775,-1.2142526,-1.1013514,-1.1597062,-1.3181006,-1.246896,-1.2165152,-1.1921743,-1.1289637,-1.2607542,-1.1877838,-1.1677108,-1.2724904,-1.3327831,-1.2253947,-1.2745175,-1.3488148,-1.3745999,-1.3448105,-1.3729756,-1.4716741,-1.5390333,-1.3645897,-1.4373842,-1.4942505,-1.4695846,-1.4847019,-1.3230146,-1.3020775,-1.3055211,-1.313368,-1.1751537,-1.1934966,-1.1294465,-1.0834154,-1.0557423,-1.0994252,-1.130815,-1.2698305,-1.2503614,-1.3249083,-1.3987323,-1.3716537,-1.3659976,-1.3294502,-1.2332582,-1.2338549,-1.252366,-1.2048881,-1.2106502,-1.2528464,-1.3588252,-1.3903202,-1.5307578,-1.5125769,-1.600999,-1.5393295,-1.4993646,-1.4818131,-1.4448986,-1.404373,-1.3927934,-1.4894625,-1.4409686,-1.4845665,-1.503593,-1.4451069,-1.3245288,-1.1922876,-1.0948964,-1.0346061,-1.0323879,-1.0627265,-1.2281125,-1.3432503,-1.4012703,-1.4184153,-1.3886597,-1.4367319,-1.4129041,-1.3959266,-1.3779044,-1.241393,-1.3589168,0.7909843,0.8006522,0.8283142,1.117559,0.5959476,0.9037373,-0.068972856,-0.9609856,0.91810966,0.20432417,0.44317198,-0.5183374,0.27537823,0.9808081,1.0932102,0.37939554,0.39375246,0.3735883,0.052339796,0.20056777,0.5408861,1.2608535,1.5126882,0.120619215,calm
5,-1.4921327,-0.6957773,0.1174765,0.83691514,0.536377,-0.41213915,-0.7593595,-0.7290701,-0.88494456,-1.176855,-1.0026969,-0.7644615,-0.6516201,-0.73285097,-1.125043,-1.0582088,-1.0091176,-1.0047086,-0.9338029,-0.9264202,-0.9231295,-0.9637233,-1.0390619,-1.1437532,-1.193687,-1.1922598,-1.0285877,-1.1191522,-1.2425281,-1.2140931,-1.104306,-1.0165743,-1.1302693,-1.2722021,-1.2869157,-1.3478068,-1.333869,-1.3581662,-1.1697279,-1.0067995,-1.0361776,-1.1546673,-1.2845625,-1.3211541,-1.1458588,-1.1174634,-0.9695762,-0.8099428,-0.9337579,-1.1647973,-1.0373515,-0.97710466,-0.99175584,-0.94108564,-0.9383013,-0.9817096,-0.96149874,-0.91704744,-1.0316143,-1.1045588,-1.0592297,-1.0313298,-1.1609681,-1.1040729,-1.111021,-1.289454,-1.3314995,-1.2293862,-1.1651499,-1.1669092,-1.298708,-1.2162923,-1.1082947,-1.0860046,-1.1521518,-1.0831805,-0.99142706,-0.92324007,-0.908934,-0.9392413,-0.9494225,-1.023397,-1.0815744,-1.222078,-1.1817739,-1.2208921,-1.3185847,-1.2908866,-1.2507762,-1.1964531,-1.1354291,-1.1616534,-1.239988,-1.2371402,-1.1958966,-1.2545304,-1.3130164,-1.3508735,-1.4776113,-1.5204563,-1.5831559,-1.5550574,-1.4602562,-1.3770496,-1.345914,-1.306166,-1.36368,-1.3623554,-1.3524343,-1.402573,-1.3242165,-1.3319676,-1.2187371,-1.1604906,-1.1026794,-1.1146752,-1.072919,-1.0496112,-1.1164281,-1.2322628,-1.345349,-1.3863939,-1.3996146,-1.3672569,-1.3019278,-1.2392703,-1.2607136,-1.0733107,-1.1822169,1.1817393,0.5742952,0.6685649,1.3245586,0.38193867,0.733585,0.1150437,-0.77490675,1.0303911,0.46708784,0.25093693,-0.49655315,-0.5653591,-0.35551924,-0.22975402,0.68263566,-0.39480573,-0.46823958,0.48998216,-0.022584522,-0.15712185,-0.6866804,-0.14840022,-0.7217868,calm
6,-1.4144838,-0.75226253,0.09132369,0.971103,0.684561,-0.34839326,-1.0560995,-0.8695039,-0.7209285,-0.9366425,-1.0625502,-1.0742913,-0.88868046,-0.75168073,-0.9447013,-1.1409665,-1.2520307,-1.03608,-0.89815795,-0.93567556,-1.0241253,-1.020766,-0.95833737,-1.0432814,-1.1700014,-1.1038802,-1.068314,-1.1125457,-1.190183,-1.1816583,-1.1303467,-1.1166224,-1.3056798,-1.2969723,-1.2327124,-1.2533987,-1.2018303,-1.1838683,-1.1941707,-1.1055661,-0.99526364,-1.0176736,-1.2280316,-1.2725865,-0.9633832,-0.88033736,-0.84983253,-0.81367046,-0.83300704,-1.0152924,-0.95783377,-0.89021796,-0.89702004,-0.86002165,-0.9468648,-0.8909043,-0.9314962,-0.9892204,-1.0090524,-0.9209826,-0.9625321,-1.0108154,-1.0010879,-0.97467613,-1.1542252,-1.3248099,-1.3088489,-1.3312621,-1.3548937,-1.3415427,-1.3422028,-1.1714036,-1.1840208,-1.2309498,-1.2192231,-1.0384374,-0.91689306,-0.92042273,-0.8350539,-0.7735131,-0.9220879,-0.98382,-1.038969,-1.1254294,-1.0991325,-1.1835693,-1.2294241,-1.226747,-1.2354534,-1.1749012,-1.0760195,-1.0509278,-1.033998,-0.9726287,-1.0250913,-1.0398289,-1.1059973,-1.1901492,-1.2284997,-1.2742957,-1.2515392,-1.2871366,-1.2810307,-1.1598402,-1.1293641,-1.1166477,-1.1804078,-1.2116218,-1.2520214,-1.3116715,-1.2675551,-1.2249129,-1.1422036,-1.0639291,-0.97561276,-0.9766562,-0.91494,-0.95419544,-1.0082729,-1.115492,-1.2256771,-1.2644722,-1.239773,-1.1761774,-1.1597232,-1.2087452,-1.2131432,-1.2570854,-1.1176891,0.8770452,0.62078434,0.59481156,0.96497434,1.0138878,0.8360688,-0.03596716,-0.6619078,1.0791162,0.78603214,0.35105777,-0.43095285,-0.3949331,-0.10297281,0.09775744,0.183993,-0.2857326,-0.44612807,-0.14054555,-0.19009104,-0.20870712,-0.1357328,-0.271835,-0.3359836,calm
7,-1.4223126,-0.7218302,-0.09542475,0.9083567,0.67688507,-0.39901283,-1.1269283,-0.92637736,-0.5423908,-0.73891085,-1.131431,-1.1168808,-0.8682133,-0.6793763,-0.7690636,-0.9780494,-1.1807638,-1.0251169,-0.8727755,-0.94200414,-0.9278484,-0.928503,-0.8944811,-0.9824196,-1.1300784,-1.1246353,-1.0464838,-1.1055429,-1.249828,-1.2491405,-1.149588,-1.1379801,-1.2091501,-1.272942,-1.2048482,-1.224609,-1.1756938,-1.1500366,-1.1671256,-1.0926385,-1.0112754,-0.99732786,-1.2112058,-1.29647,-0.9941344,-0.88419265,-0.81565964,-0.7815583,-0.8734126,-0.94845563,-1.0203049,-0.89409393,-0.8159136,-0.8938686,-0.9434579,-0.90239954,-1.0010223,-1.0516078,-0.9624181,-0.94699335,-1.0228631,-1.0131431,-0.9425706,-1.0015006,-1.1951492,-1.2736949,-1.2180115,-1.2843964,-1.2174323,-1.345478,-1.2630476,-1.1293511,-1.1583658,-1.1651406,-1.1194465,-0.98232865,-0.9008253,-0.9333941,-0.84369624,-0.82850075,-0.961563,-1.0481673,-1.1373631,-1.1768384,-1.1863526,-1.2187647,-1.2099009,-1.1559111,-1.2111739,-1.1618283,-1.115457,-1.0898849,-1.0528958,-1.0243039,-1.1051499,-1.1087298,-1.1001065,-1.214005,-1.1905713,-1.3220841,-1.3447895,-1.3794647,-1.295685,-1.2506323,-1.2578435,-1.2564379,-1.2418311,-1.2453339,-1.3372021,-1.3648359,-1.3089501,-1.287177,-1.2331339,-1.1949334,-1.1445606,-1.1231565,-1.0902996,-1.0951174,-1.0874728,-1.1682178,-1.3328797,-1.3629669,-1.3683773,-1.3468984,-1.2746025,-1.271503,-1.2655387,-1.1918746,-1.1338875,1.0934591,0.46584558,0.69450134,0.95852965,0.83261424,0.7186717,-0.1296649,-0.6625773,0.65926915,0.683985,0.40187994,-0.42808446,0.8721232,1.3069007,1.3157185,1.1748681,0.7929362,0.5604266,1.0858128,0.9345497,1.5422232,1.7728418,1.4762473,1.0423232,calm
8,-1.3341779,-0.6875033,0.5395553,1.2145218,0.6092155,-0.7220553,-0.9088681,-0.59239966,-0.7551092,-1.2276359,-1.0393025,-0.7979697,-0.72453994,-0.9046161,-0.9638657,-0.981674,-1.0277319,-1.1825123,-1.0977073,-0.84460413,-0.8379161,-1.0594738,-1.19987,-1.0602393,-1.0362151,-1.2554442,-1.3831717,-1.2566789,-1.1232599,-1.1349972,-1.170539,-1.1269453,-1.1735382,-1.0866978,-1.2034564,-1.461573,-1.4084361,-1.3832518,-1.261594,-1.1751144,-1.1302527,-1.145146,-1.313465,-1.410525,-1.2361925,-1.1976951,-1.1009355,-0.9541255,-0.9941047,-1.194368,-1.1734322,-1.127425,-1.0342262,-1.0135875,-1.1088859,-1.0195198,-1.0769719,-1.1543283,-1.1894163,-1.2396977,-1.2156252,-1.2121037,-1.3463377,-1.2782993,-1.2696836,-1.3778837,-1.5444133,-1.3642234,-1.3697332,-1.3992139,-1.3573544,-1.3222601,-1.1930577,-1.1627036,-1.2349771,-1.1226491,-1.0351584,-0.910489,-0.9101265,-0.926798,-1.1031519,-1.1699762,-1.2651608,-1.3727075,-1.2996854,-1.2986536,-1.4409391,-1.4013537,-1.2988614,-1.3137912,-1.3079119,-1.2807045,-1.3423733,-1.3092539,-1.3324242,-1.3790143,-1.5150275,-1.5438348,-1.6659853,-1.6844549,-1.7298487,-1.6280802,-1.551093,-1.365112,-1.1901426,-1.2150651,-1.302818,-1.3620113,-1.428613,-1.5741302,-1.5602976,-1.5037874,-1.4183964,-1.399657,-1.3924105,-1.3954296,-1.3386734,-1.2400442,-1.248606,-1.2656963,-1.2819608,-1.3357,-1.3975086,-1.4284918,-1.5093818,-1.5480714,-1.5420247,-1.4737234,-1.2736115,1.4789578,0.75845903,0.8857541,1.2171315,0.4951774,0.85417885,0.56582063,-0.8018341,1.0941626,0.9984185,0.11330265,-0.42921147,0.33106044,0.94914395,0.9686858,0.55206066,1.1406677,1.4294755,2.4448519,1.9977914,0.86473197,0.14777115,0.78300446,0.670518,calm
