,Gender,Emotion,Actor_ID,Path
0,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-01-01-01_0-stretched.wav
1,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-01-01-01_0.wav
2,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-01-01-01_1-stretched.wav
3,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-01-01-01_1.wav
4,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-01-01-01_2-stretched.wav
5,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-01-01-01_2.wav
6,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-01-02-01_0-stretched.wav
7,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-01-02-01_0.wav
8,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-01-02-01_1-stretched.wav
9,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-01-02-01_1.wav
10,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-02-01-01_0-stretched.wav
11,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-02-01-01_0.wav
12,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-02-01-01_1-stretched.wav
13,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-02-01-01_1.wav
14,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-02-01-01_2-stretched.wav
15,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-02-01-01_2.wav
16,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-02-02-01_0-stretched.wav
17,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-02-02-01_0.wav
18,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-02-02-01_1-stretched.wav
19,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-02-02-01_1.wav
20,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-02-02-01_2-stretched.wav
21,male,neutral,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-01-01-02-02-01_2.wav
22,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-01-01-01_0-stretched.wav
23,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-01-01-01_0.wav
24,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-01-01-01_1-stretched.wav
25,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-01-01-01_1.wav
26,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-01-01-01_2-stretched.wav
27,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-01-01-01_2.wav
28,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-01-02-01_0-stretched.wav
29,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-01-02-01_0.wav
30,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-01-02-01_1-stretched.wav
31,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-01-02-01_1.wav
32,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-02-01-01_0-stretched.wav
33,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-02-01-01_0.wav
34,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-02-01-01_1-stretched.wav
35,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-02-01-01_1.wav
36,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-02-01-01_2-stretched.wav
37,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-02-01-01_2.wav
38,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-02-02-01_0-stretched.wav
39,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-02-02-01_0.wav
40,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-02-02-01_1-stretched.wav
41,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-02-02-01_1.wav
42,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-02-02-01_2-stretched.wav
43,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-01-02-02-01_2.wav
44,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-01-01-01_0-stretched.wav
45,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-01-01-01_0.wav
46,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-01-02-01_0-stretched.wav
47,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-01-02-01_0.wav
48,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-01-02-01_1-stretched.wav
49,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-01-02-01_1.wav
50,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-02-01-01_0-stretched.wav
51,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-02-01-01_0.wav
52,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-02-01-01_1-stretched.wav
53,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-02-01-01_1.wav
54,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-02-01-01_2-stretched.wav
55,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-02-01-01_2.wav
56,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-02-01-01_3-stretched.wav
57,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-02-01-01_3.wav
58,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-02-02-01_0-stretched.wav
59,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-02-02-01_0.wav
60,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-02-02-01_1-stretched.wav
61,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-02-02-01_1.wav
62,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-02-02-01_2-stretched.wav
63,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-02-02-01_2.wav
64,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-02-02-01_3-stretched.wav
65,male,calm,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-02-02-02-02-01_3.wav
66,male,happy,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-03-01-01-01-01_0-stretched.wav
67,male,happy,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-03-01-01-01-01_0.wav
68,male,happy,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-03-01-01-01-01_1-stretched.wav
69,male,happy,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-03-01-01-01-01_1.wav
70,male,happy,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-03-01-01-01-01_2-stretched.wav
71,male,happy,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-03-01-01-01-01_2.wav
72,male,happy,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-03-01-01-02-01_0-stretched.wav
73,male,happy,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-03-01-01-02-01_0.wav
74,male,happy,1,C:/Nini/Capstone/AudioFilesAugmentedSnippets/Actor_01/01-01-03-01-01-02-01_1-stretched.wav
